################################################################################
# Copyright (c) 2004-2007 by Tensilica Inc.  ALL RIGHTS RESERVED.              #
# These coded instructions, statements, and computer programs are the          #
# copyrighted works and confidential proprietary information of Tensilica Inc. #
# They may not be modified, copied, reproduced, distributed, or disclosed to   #
# third parties in any manner, medium, or form, in whole or in part, without   #
# the prior written consent of Tensilica Inc.                                  #
################################################################################
# Tech     OpCond    Mem    Words Bits  Mux     Pcr     Pcw     Pci      Pa      Pd       Pleak       Area
40lp       Best      ram       32   29    4   3.715   3.909   0.086   0.058  0.0957       0.484    3836.00
40lp       Best      ram       32   30    4   3.715   3.909   0.086   0.058  0.0925       0.496    3933.00
40lp       Best      ram       32   31    4   3.939   4.143   0.086   0.058  0.0955       0.508    4030.00
40lp       Best      ram       32   32    4   3.939   4.143   0.086   0.058  0.0925       0.520    4126.00
40lp       Best      ram       32   64    4   7.524   7.888   0.150   0.058  0.0924       0.895    7187.00
40lp       Best      ram       32  128    4  14.693  15.379   0.294   0.059  0.0923       1.646   13316.00
40lp       Best      ram       64    8    4   1.251   1.334   0.086   0.049  0.0931       0.238    2011.00
40lp       Best      ram       64   12    4   1.699   1.802   0.086   0.049  0.0929       0.285    2434.00
40lp       Best      ram       64   16    4   2.147   2.270   0.086   0.049  0.0927       0.332    2856.00
40lp       Best      ram       64   17    4   2.371   2.505   0.086   0.049  0.0981       0.344    2963.00
40lp       Best      ram       64   18    4   2.371   2.505   0.086   0.049  0.0927       0.355    3070.00
40lp       Best      ram       64   19    4   2.595   2.739   0.086   0.049  0.0975       0.367    3172.00
40lp       Best      ram       64   20    4   2.595   2.739   0.086   0.049  0.0926       0.379    3279.00
40lp       Best      ram       64   21    4   2.819   2.973   0.086   0.049  0.0970       0.391    3386.00
40lp       Best      ram       64   22    4   2.819   2.973   0.086   0.049  0.0926       0.402    3488.00
40lp       Best      ram       64   23    4   3.043   3.207   0.086   0.049  0.0966       0.414    3595.00
40lp       Best      ram       64   24    4   3.043   3.207   0.086   0.049  0.0926       0.426    3702.00
40lp       Best      ram       64   25    4   3.267   3.441   0.086   0.049  0.0963       0.438    3809.00
40lp       Best      ram       64   26    4   3.267   3.441   0.086   0.049  0.0926       0.449    3911.00
40lp       Best      ram       64   27    4   3.491   3.675   0.086   0.049  0.0960       0.461    4018.00
40lp       Best      ram       64   28    4   3.491   3.675   0.086   0.049  0.0925       0.473    4124.00
40lp       Best      ram       64   29    4   3.715   3.909   0.086   0.049  0.0957       0.484    4227.00
40lp       Best      ram       64   30    4   3.715   3.909   0.086   0.049  0.0925       0.496    4334.00
40lp       Best      ram       64   31    4   3.939   4.143   0.086   0.049  0.0955       0.508    4440.00
40lp       Best      ram       64   32    4   3.939   4.143   0.086   0.049  0.0925       0.520    4547.00
40lp       Best      ram       64   64    4   7.524   7.888   0.150   0.049  0.0924       0.895    7920.00
40lp       Best      ram       64  128    4  14.693  15.379   0.294   0.049  0.0923       1.646   14673.00
40lp       Best      ram      128    8    4   1.337   1.416   0.086   0.046  0.0934       0.257    2374.00
40lp       Best      ram      128   12    4   1.810   1.911   0.086   0.046  0.0931       0.310    2873.00
40lp       Best      ram      128   16    4   2.284   2.405   0.086   0.046  0.0930       0.362    3372.00
40lp       Best      ram      128   17    4   2.521   2.653   0.086   0.046  0.0984       0.375    3498.00
40lp       Best      ram      128   18    4   2.521   2.653   0.086   0.046  0.0929       0.388    3624.00
40lp       Best      ram      128   19    4   2.757   2.900   0.086   0.046  0.0978       0.401    3745.00
40lp       Best      ram      128   20    4   2.757   2.900   0.086   0.046  0.0929       0.414    3871.00
40lp       Best      ram      128   21    4   2.994   3.147   0.086   0.046  0.0973       0.427    3997.00
40lp       Best      ram      128   22    4   2.994   3.147   0.086   0.046  0.0929       0.440    4118.00
40lp       Best      ram      128   23    4   3.231   3.394   0.086   0.046  0.0969       0.453    4244.00
40lp       Best      ram      128   24    4   3.231   3.394   0.086   0.046  0.0928       0.466    4370.00
40lp       Best      ram      128   25    4   3.467   3.642   0.086   0.046  0.0965       0.480    4496.00
40lp       Best      ram      128   26    4   3.467   3.642   0.086   0.046  0.0928       0.493    4617.00
40lp       Best      ram      128   27    4   3.704   3.889   0.086   0.046  0.0962       0.506    4743.00
40lp       Best      ram      128   28    4   3.704   3.889   0.086   0.046  0.0928       0.519    4869.00
40lp       Best      ram      128   29    4   3.941   4.136   0.087   0.046  0.0960       0.532    4990.00
40lp       Best      ram      128   30    4   3.941   4.136   0.087   0.046  0.0928       0.545    5116.00
40lp       Best      ram      128   31    4   4.177   4.383   0.087   0.046  0.0958       0.558    5242.00
40lp       Best      ram      128   32    4   4.177   4.383   0.087   0.046  0.0928       0.571    5368.00
40lp       Best      ram      128   64    4   7.964   8.339   0.159   0.046  0.0927       0.989    9350.00
40lp       Best      ram      128  128    4  15.539  16.250   0.311   0.046  0.0926       1.825   17324.00
40lp       Best      ram      256    8    4   1.510   1.581   0.087   0.049  0.0939       0.296    3101.00
40lp       Best      ram      256   12    4   2.034   2.128   0.087   0.049  0.0936       0.359    3752.00
40lp       Best      ram      256   16    4   2.558   2.675   0.087   0.049  0.0935       0.422    4404.00
40lp       Best      ram      256   17    4   2.820   2.949   0.087   0.049  0.0989       0.438    4569.00
40lp       Best      ram      256   18    4   2.820   2.949   0.087   0.049  0.0934       0.453    4733.00
40lp       Best      ram      256   19    4   3.082   3.222   0.087   0.049  0.0983       0.469    4891.00
40lp       Best      ram      256   20    4   3.082   3.222   0.087   0.049  0.0934       0.485    5056.00
40lp       Best      ram      256   21    4   3.344   3.496   0.087   0.049  0.0978       0.501    5220.00
40lp       Best      ram      256   22    4   3.344   3.496   0.087   0.049  0.0934       0.516    5378.00
40lp       Best      ram      256   23    4   3.606   3.769   0.087   0.049  0.0974       0.532    5543.00
40lp       Best      ram      256   24    4   3.606   3.769   0.087   0.049  0.0934       0.548    5708.00
40lp       Best      ram      256   25    4   3.868   4.043   0.087   0.049  0.0971       0.564    5872.00
40lp       Best      ram      256   26    4   3.868   4.043   0.087   0.049  0.0933       0.579    6030.00
40lp       Best      ram      256   27    4   4.130   4.316   0.087   0.049  0.0968       0.595    6195.00
40lp       Best      ram      256   28    4   4.130   4.316   0.087   0.049  0.0933       0.611    6359.00
40lp       Best      ram      256   29    4   4.392   4.590   0.088   0.049  0.0965       0.627    6517.00
40lp       Best      ram      256   30    4   4.392   4.590   0.088   0.049  0.0933       0.642    6682.00
40lp       Best      ram      256   31    4   4.654   4.863   0.093   0.049  0.0963       0.658    6846.00
40lp       Best      ram      256   32    4   4.654   4.863   0.093   0.049  0.0933       0.674    7011.00
40lp       Best      ram      256   64    4   8.846   9.240   0.177   0.049  0.0932       1.177   12211.00
40lp       Best      ram      256  128    4  17.230  17.993   0.345   0.049  0.0931       2.184   22624.00
40lp       Best      ram      512    8    4   1.855   1.910   0.088   0.058  0.0949       0.374    4607.00
40lp       Best      ram      512   12    4   2.480   2.562   0.088   0.058  0.0946       0.458    5575.00
40lp       Best      ram      512   16    4   3.105   3.215   0.088   0.058  0.0945       0.542    6543.00
40lp       Best      ram      512   17    4   3.418   3.541   0.088   0.058  0.1000       0.563    6788.00
40lp       Best      ram      512   18    4   3.418   3.541   0.088   0.058  0.0945       0.584    7032.00
40lp       Best      ram      512   19    4   3.730   3.867   0.088   0.058  0.0994       0.605    7267.00
40lp       Best      ram      512   20    4   3.730   3.867   0.088   0.058  0.0944       0.626    7512.00
40lp       Best      ram      512   21    4   4.043   4.193   0.088   0.058  0.0989       0.647    7756.00
40lp       Best      ram      512   22    4   4.043   4.193   0.088   0.058  0.0944       0.669    7991.00
40lp       Best      ram      512   23    4   4.356   4.519   0.088   0.058  0.0985       0.690    8235.00
40lp       Best      ram      512   24    4   4.356   4.519   0.088   0.058  0.0944       0.711    8480.00
40lp       Best      ram      512   25    4   4.668   4.845   0.093   0.058  0.0981       0.732    8724.00
40lp       Best      ram      512   26    4   4.668   4.845   0.093   0.058  0.0944       0.753    8959.00
40lp       Best      ram      512   27    4   4.981   5.171   0.100   0.058  0.0978       0.774    9203.00
40lp       Best      ram      512   28    4   4.981   5.171   0.100   0.058  0.0944       0.795    9448.00
40lp       Best      ram      512   29    4   5.294   5.498   0.106   0.058  0.0976       0.816    9682.00
40lp       Best      ram      512   30    4   5.294   5.498   0.106   0.058  0.0943       0.837    9927.00
40lp       Best      ram      512   31    4   5.606   5.824   0.112   0.058  0.0974       0.858   10172.00
40lp       Best      ram      512   32    4   5.606   5.824   0.112   0.058  0.0943       0.879   10416.00
40lp       Best      ram      512   64    4  10.608  11.042   0.212   0.058  0.0942       1.553   18142.00
40lp       Best      ram      512  128    4  20.613  21.703   0.412   0.058  0.0942       2.901   33613.00
40lp       Best      ram     1024    8    4   2.007   2.101   0.093   0.080  0.1232       0.616    8230.00
40lp       Best      ram     1024   12    4   2.685   2.820   0.093   0.080  0.1228       0.754    9960.00
40lp       Best      ram     1024   16    4   3.363   3.540   0.093   0.080  0.1227       0.893   11690.00
40lp       Best      ram     1024   17    4   3.701   3.899   0.093   0.080  0.1298       0.927   12127.00
40lp       Best      ram     1024   18    4   3.701   3.899   0.093   0.080  0.1226       0.962   12564.00
40lp       Best      ram     1024   19    4   4.040   4.259   0.093   0.080  0.1290       0.997   12983.00
40lp       Best      ram     1024   20    4   4.040   4.259   0.093   0.080  0.1226       1.031   13420.00
40lp       Best      ram     1024   21    4   4.379   4.619   0.093   0.080  0.1284       1.066   13857.00
40lp       Best      ram     1024   22    4   4.379   4.619   0.093   0.080  0.1225       1.100   14275.00
40lp       Best      ram     1024   23    4   4.718   4.978   0.094   0.080  0.1278       1.135   14712.00
40lp       Best      ram     1024   24    4   4.718   4.978   0.094   0.080  0.1225       1.170   15149.00
40lp       Best      ram     1024   25    4   5.057   5.338   0.101   0.080  0.1274       1.204   15586.00
40lp       Best      ram     1024   26    4   5.057   5.338   0.101   0.080  0.1225       1.239   16005.00
40lp       Best      ram     1024   27    4   5.396   5.698   0.108   0.080  0.1270       1.273   16442.00
40lp       Best      ram     1024   28    4   5.396   5.698   0.108   0.080  0.1225       1.308   16879.00
40lp       Best      ram     1024   29    4   5.735   6.057   0.115   0.080  0.1267       1.343   17298.00
40lp       Best      ram     1024   30    4   5.735   6.057   0.115   0.080  0.1224       1.377   17735.00
40lp       Best      ram     1024   31    4   6.074   6.417   0.121   0.080  0.1264       1.412   18172.00
40lp       Best      ram     1024   32    4   6.074   6.417   0.121   0.080  0.1224       1.446   18609.00
40lp       Best      ram     1024   64    4  11.496  12.172   0.230   0.080  0.1223       2.554   32411.00
40lp       Best      ram     1024  128    4  22.341  23.681   0.447   0.080  0.1222       4.769   60051.00
40lp       Best      ram     2048    8    4   2.343   2.413   0.095   0.128  0.1905       1.125   15920.00
40lp       Best      ram     2048   12    4   3.136   3.241   0.096   0.128  0.1900       1.383   19266.00
40lp       Best      ram     2048   16    4   3.929   4.069   0.096   0.128  0.1898       1.641   22612.00
40lp       Best      ram     2048   17    4   4.325   4.483   0.096   0.128  0.2009       1.706   23457.00
40lp       Best      ram     2048   18    4   4.325   4.483   0.096   0.128  0.1897       1.770   24303.00
40lp       Best      ram     2048   19    4   4.722   4.897   0.096   0.128  0.1996       1.835   25113.00
40lp       Best      ram     2048   20    4   4.722   4.897   0.096   0.128  0.1896       1.899   25958.00
40lp       Best      ram     2048   21    4   5.118   5.311   0.102   0.128  0.1986       1.964   26803.00
40lp       Best      ram     2048   22    4   5.118   5.311   0.102   0.128  0.1896       2.028   27613.00
40lp       Best      ram     2048   23    4   5.515   5.725   0.110   0.128  0.1978       2.093   28459.00
40lp       Best      ram     2048   24    4   5.515   5.725   0.110   0.128  0.1895       2.157   29304.00
40lp       Best      ram     2048   25    4   5.911   6.139   0.118   0.128  0.1971       2.222   30149.00
40lp       Best      ram     2048   26    4   5.911   6.139   0.118   0.128  0.1895       2.286   30959.00
40lp       Best      ram     2048   27    4   6.308   6.553   0.126   0.128  0.1965       2.351   31805.00
40lp       Best      ram     2048   28    4   6.308   6.553   0.126   0.128  0.1895       2.415   32650.00
40lp       Best      ram     2048   29    4   6.705   6.967   0.134   0.128  0.1960       2.480   33460.00
40lp       Best      ram     2048   30    4   6.705   6.967   0.134   0.128  0.1894       2.544   34305.00
40lp       Best      ram     2048   31    4   7.101   7.381   0.142   0.128  0.1955       2.609   35151.00
40lp       Best      ram     2048   32    4   7.101   7.381   0.142   0.128  0.1894       2.673   35996.00
40lp       Best      ram     2048   64    4  13.446  14.004   0.269   0.128  0.1892       4.737   62694.00
40lp       Best      ram     2048  128    4  26.134  27.273   0.523   0.128  0.1891       8.865  116160.00
40lp       Best      ram     4096    8    4   2.924   3.018   0.101   0.216  0.3271       3.196   31308.00
40lp       Best      ram     4096   12    4   3.917   4.057   0.101   0.216  0.3265       3.702   37889.00
40lp       Best      ram     4096   16    4   4.909   5.096   0.113   0.216  0.3263       4.209   44469.00
40lp       Best      ram     4096   17    4   5.405   5.615   0.125   0.216  0.3454       4.335   46131.00
40lp       Best      ram     4096   18    4   5.405   5.615   0.125   0.216  0.3262       4.462   47794.00
40lp       Best      ram     4096   19    4   5.901   6.134   0.138   0.216  0.3433       4.588   49387.00
40lp       Best      ram     4096   20    4   5.901   6.134   0.138   0.216  0.3261       4.715   51049.00
40lp       Best      ram     4096   21    4   6.397   6.654   0.151   0.216  0.3416       4.841   52712.00
40lp       Best      ram     4096   22    4   6.397   6.654   0.151   0.216  0.3260       4.968   54305.00
40lp       Best      ram     4096   23    4   6.894   7.173   0.164   0.216  0.3402       5.095   55967.00
40lp       Best      ram     4096   24    4   6.894   7.173   0.164   0.216  0.3260       5.221   57630.00
40lp       Best      ram     4096   25    4   7.390   7.693   0.177   0.216  0.3390       5.348   59292.00
40lp       Best      ram     4096   26    4   7.390   7.693   0.177   0.216  0.3259       5.474   60885.00
40lp       Best      ram     4096   27    4   7.886   8.212   0.190   0.216  0.3380       5.601   62548.00
40lp       Best      ram     4096   28    4   7.886   8.212   0.190   0.216  0.3259       5.727   64210.00
40lp       Best      ram     4096   29    4   8.382   8.731   0.203   0.216  0.3371       5.854   65803.00
40lp       Best      ram     4096   30    4   8.382   8.731   0.203   0.216  0.3259       5.981   67465.00
40lp       Best      ram     4096   31    4   8.878   9.251   0.216   0.216  0.3364       6.107   69128.00
40lp       Best      ram     4096   32    4   8.878   9.251   0.216   0.216  0.3258       6.234   70790.00
40lp       Best      ram     4096   64    4  16.817  17.561   0.422   0.216  0.3256      10.284  123294.00
40lp       Best      ram     4096  128    4  32.693  34.180   0.835   0.217  0.3255      18.385  228441.00
40lp       Best      ram     8192    8    8   4.126   4.299   0.105   0.440  0.3493       4.184   44469.00
40lp       Best      ram     8192   12    8   5.933   6.086   0.119   0.536  0.3498       5.185   57630.00
40lp       Best      ram     8192   16    8   7.741   7.873   0.155   0.631  0.3500       6.185   70790.00
40lp       Best      ram     8192   17    8   8.645   8.766   0.173   0.679  0.3707       6.435   74046.00
40lp       Best      ram     8192   18    8   8.645   8.766   0.173   0.679  0.3501       6.685   77301.00
40lp       Best      ram     8192   19    8   9.549   9.659   0.191   0.727  0.3686       6.935   80626.00
40lp       Best      ram     8192   20    8   9.549   9.659   0.191   0.727  0.3502       7.186   83882.00
40lp       Best      ram     8192   21    8  10.453  10.552   0.209   0.775  0.3669       7.436   87206.00
40lp       Best      ram     8192   22    8  10.453  10.552   0.209   0.775  0.3503       7.686   90462.00
40lp       Best      ram     8192   23    8  11.356  11.446   0.227   0.822  0.3655       7.936   93787.00
40lp       Best      ram     8192   24    8  11.356  11.446   0.227   0.822  0.3503       8.186   97042.00
40lp       Best      ram     8192   25    8  12.260  12.339   0.245   0.870  0.3643       8.436  100298.00
40lp       Best      ram     8192   26    8  12.260  12.339   0.245   0.870  0.3503       8.686  103623.00
40lp       Best      ram     8192   27    8  13.164  13.232   0.263   0.918  0.3633       8.936  106878.00
40lp       Best      ram     8192   28    8  13.164  13.232   0.263   0.918  0.3504       9.186  110203.00
40lp       Best      ram     8192   29    8  14.068  14.126   0.281   0.966  0.3625       9.437  113458.00
40lp       Best      ram     8192   30    8  14.068  14.126   0.281   0.966  0.3504       9.687  116783.00
40lp       Best      ram     8192   31    8  14.972  15.019   0.299   1.014  0.3617       9.937  120039.00
40lp       Best      ram     8192   32    8  14.972  15.019   0.299   1.014  0.3504      10.187  123294.00
40lp       Best      ram     8192   64    8  29.433  29.311   0.589   1.779  0.3506      18.191  228441.00
40lp       Best      ram     8192  128    8  58.356  57.897   1.167   3.309  0.3507      34.932  450994.00
40lp       Best      ram    16384    8   16   7.048   7.210   0.141   0.403  0.3906       6.142   70790.00
40lp       Best      ram    16384   12   16  10.448  10.564   0.209   0.493  0.3927       8.122   97042.00
40lp       Best      ram    16384   16   16  13.848  13.917   0.277   0.584  0.3937      10.101  123294.00
40lp       Best      ram    16384   17   16  15.548  15.593   0.311   0.629  0.4173      10.596  129874.00
40lp       Best      ram    16384   18   16  15.548  15.593   0.311   0.629  0.3941      11.091  136455.00
40lp       Best      ram    16384   19   16  17.248  17.270   0.345   0.674  0.4151      11.586  143035.00
40lp       Best      ram    16384   20   16  17.248  17.270   0.345   0.674  0.3944      12.081  149615.00
40lp       Best      ram    16384   21   16  18.948  18.946   0.379   0.719  0.4134      12.576  156196.00
40lp       Best      ram    16384   22   16  18.948  18.946   0.379   0.719  0.3946      13.071  162776.00
40lp       Best      ram    16384   23   16  20.648  20.627   0.413   0.765  0.4120      13.566  169287.00
40lp       Best      ram    16384   24   16  20.648  20.627   0.413   0.765  0.3948      14.061  175867.00
40lp       Best      ram    16384   25   16  22.348  22.331   0.447   0.810  0.4108      14.555  182448.00
40lp       Best      ram    16384   26   16  22.348  22.331   0.447   0.810  0.3950      15.050  189028.00
40lp       Best      ram    16384   27   16  24.048  24.034   0.481   0.855  0.4097      15.545  195608.00
40lp       Best      ram    16384   28   16  24.048  24.034   0.481   0.855  0.3951      16.040  202189.00
40lp       Best      ram    16384   29   16  25.748  25.737   0.515   0.901  0.4088      16.535  208769.00
40lp       Best      ram    16384   30   16  25.748  25.737   0.515   0.901  0.3952      17.030  215280.00
40lp       Best      ram    16384   31   16  27.448  27.441   0.549   0.946  0.4081      17.525  221860.00
40lp       Best      ram    16384   32   16  27.448  27.441   0.549   0.946  0.3953      18.020  228441.00
40lp       Best      ram    16384   64   16  54.648  54.693   1.093   1.670  0.3961      34.590  450994.00
40lp       Typical   ram       32    8    4   1.084   1.132   0.070   0.047  0.0748       0.253    1825.00
40lp       Typical   ram       32   12    4   1.413   1.479   0.070   0.047  0.0747       0.303    2209.00
40lp       Typical   ram       32   16    4   1.742   1.827   0.070   0.047  0.0747       0.352    2592.00
40lp       Typical   ram       32   17    4   1.907   2.000   0.070   0.047  0.0791       0.364    2689.00
40lp       Typical   ram       32   18    4   1.907   2.000   0.070   0.047  0.0747       0.377    2786.00
40lp       Typical   ram       32   19    4   2.071   2.174   0.070   0.047  0.0786       0.389    2879.00
40lp       Typical   ram       32   20    4   2.071   2.174   0.070   0.047  0.0747       0.401    2976.00
40lp       Typical   ram       32   21    4   2.236   2.348   0.070   0.047  0.0782       0.414    3073.00
40lp       Typical   ram       32   22    4   2.236   2.348   0.070   0.047  0.0747       0.426    3165.00
40lp       Typical   ram       32   23    4   2.400   2.521   0.070   0.047  0.0779       0.438    3262.00
40lp       Typical   ram       32   24    4   2.400   2.521   0.070   0.047  0.0747       0.450    3359.00
40lp       Typical   ram       32   25    4   2.565   2.695   0.070   0.047  0.0776       0.463    3456.00
40lp       Typical   ram       32   26    4   2.565   2.695   0.070   0.047  0.0746       0.475    3549.00
40lp       Typical   ram       32   27    4   2.729   2.869   0.070   0.047  0.0774       0.487    3646.00
40lp       Typical   ram       32   28    4   2.729   2.869   0.070   0.047  0.0746       0.500    3743.00
40lp       Typical   ram       32   29    4   2.894   3.042   0.070   0.047  0.0772       0.512    3836.00
40lp       Typical   ram       32   30    4   2.894   3.042   0.070   0.047  0.0746       0.524    3933.00
40lp       Typical   ram       32   31    4   3.058   3.216   0.070   0.047  0.0770       0.537    4030.00
40lp       Typical   ram       32   32    4   3.058   3.216   0.070   0.047  0.0746       0.549    4126.00
40lp       Typical   ram       32   64    4   5.690   5.994   0.114   0.047  0.0746       0.943    7187.00
40lp       Typical   ram       32  128    4  10.954  11.550   0.219   0.047  0.0746       1.732   13316.00
40lp       Typical   ram       64    8    4   1.084   1.132   0.070   0.039  0.0748       0.253    2011.00
40lp       Typical   ram       64   12    4   1.413   1.479   0.070   0.039  0.0747       0.303    2434.00
40lp       Typical   ram       64   16    4   1.742   1.827   0.070   0.039  0.0747       0.352    2856.00
40lp       Typical   ram       64   17    4   1.907   2.000   0.070   0.039  0.0791       0.364    2963.00
40lp       Typical   ram       64   18    4   1.907   2.000   0.070   0.039  0.0747       0.377    3070.00
40lp       Typical   ram       64   19    4   2.071   2.174   0.070   0.039  0.0786       0.389    3172.00
40lp       Typical   ram       64   20    4   2.071   2.174   0.070   0.039  0.0747       0.401    3279.00
40lp       Typical   ram       64   21    4   2.236   2.348   0.070   0.039  0.0782       0.414    3386.00
40lp       Typical   ram       64   22    4   2.236   2.348   0.070   0.039  0.0747       0.426    3488.00
40lp       Typical   ram       64   23    4   2.400   2.521   0.070   0.039  0.0779       0.438    3595.00
40lp       Typical   ram       64   24    4   2.400   2.521   0.070   0.039  0.0747       0.450    3702.00
40lp       Typical   ram       64   25    4   2.565   2.695   0.070   0.039  0.0776       0.463    3809.00
40lp       Typical   ram       64   26    4   2.565   2.695   0.070   0.039  0.0746       0.475    3911.00
40lp       Typical   ram       64   27    4   2.729   2.869   0.070   0.039  0.0774       0.487    4018.00
40lp       Typical   ram       64   28    4   2.729   2.869   0.070   0.039  0.0746       0.500    4124.00
40lp       Typical   ram       64   29    4   2.894   3.042   0.070   0.039  0.0772       0.512    4227.00
40lp       Typical   ram       64   30    4   2.894   3.042   0.070   0.039  0.0746       0.524    4334.00
40lp       Typical   ram       64   31    4   3.058   3.216   0.070   0.039  0.0770       0.537    4440.00
40lp       Typical   ram       64   32    4   3.058   3.216   0.070   0.039  0.0746       0.549    4547.00
40lp       Typical   ram       64   64    4   5.690   5.994   0.114   0.039  0.0746       0.943    7920.00
40lp       Typical   ram       64  128    4  10.954  11.550   0.219   0.039  0.0746       1.732   14673.00
40lp       Typical   ram      128    8    4   1.166   1.204   0.070   0.037  0.0750       0.276    2374.00
40lp       Typical   ram      128   12    4   1.515   1.572   0.070   0.037  0.0749       0.330    2873.00
40lp       Typical   ram      128   16    4   1.864   1.941   0.070   0.037  0.0749       0.385    3372.00
40lp       Typical   ram      128   17    4   2.039   2.125   0.070   0.037  0.0793       0.399    3498.00
40lp       Typical   ram      128   18    4   2.039   2.125   0.070   0.037  0.0749       0.412    3624.00
40lp       Typical   ram      128   19    4   2.213   2.309   0.070   0.037  0.0788       0.426    3745.00
40lp       Typical   ram      128   20    4   2.213   2.309   0.070   0.037  0.0749       0.439    3871.00
40lp       Typical   ram      128   21    4   2.388   2.493   0.070   0.037  0.0784       0.453    3997.00
40lp       Typical   ram      128   22    4   2.388   2.493   0.070   0.037  0.0748       0.467    4118.00
40lp       Typical   ram      128   23    4   2.562   2.677   0.070   0.037  0.0781       0.480    4244.00
40lp       Typical   ram      128   24    4   2.562   2.677   0.070   0.037  0.0748       0.494    4370.00
40lp       Typical   ram      128   25    4   2.737   2.861   0.070   0.037  0.0778       0.508    4496.00
40lp       Typical   ram      128   26    4   2.737   2.861   0.070   0.037  0.0748       0.521    4617.00
40lp       Typical   ram      128   27    4   2.911   3.045   0.071   0.037  0.0776       0.535    4743.00
40lp       Typical   ram      128   28    4   2.911   3.045   0.071   0.037  0.0748       0.549    4869.00
40lp       Typical   ram      128   29    4   3.086   3.230   0.071   0.037  0.0774       0.562    4990.00
40lp       Typical   ram      128   30    4   3.086   3.230   0.071   0.037  0.0748       0.576    5116.00
40lp       Typical   ram      128   31    4   3.260   3.414   0.071   0.037  0.0772       0.589    5242.00
40lp       Typical   ram      128   32    4   3.260   3.414   0.071   0.037  0.0748       0.603    5368.00
40lp       Typical   ram      128   64    4   6.052   6.360   0.121   0.037  0.0748       1.039    9350.00
40lp       Typical   ram      128  128    4  11.637  12.252   0.233   0.037  0.0748       1.912   17324.00
40lp       Typical   ram      256    8    4   1.330   1.348   0.071   0.039  0.0755       0.321    3101.00
40lp       Typical   ram      256   12    4   1.719   1.758   0.071   0.039  0.0753       0.386    3752.00
40lp       Typical   ram      256   16    4   2.108   2.168   0.071   0.039  0.0753       0.451    4404.00
40lp       Typical   ram      256   17    4   2.302   2.374   0.071   0.039  0.0797       0.467    4569.00
40lp       Typical   ram      256   18    4   2.302   2.374   0.071   0.039  0.0752       0.483    4733.00
40lp       Typical   ram      256   19    4   2.497   2.579   0.071   0.039  0.0792       0.500    4891.00
40lp       Typical   ram      256   20    4   2.497   2.579   0.071   0.039  0.0752       0.516    5056.00
40lp       Typical   ram      256   21    4   2.692   2.784   0.071   0.039  0.0788       0.532    5220.00
40lp       Typical   ram      256   22    4   2.692   2.784   0.071   0.039  0.0752       0.548    5378.00
40lp       Typical   ram      256   23    4   2.886   2.989   0.071   0.039  0.0785       0.565    5543.00
40lp       Typical   ram      256   24    4   2.886   2.989   0.071   0.039  0.0752       0.581    5708.00
40lp       Typical   ram      256   25    4   3.081   3.194   0.071   0.039  0.0782       0.597    5872.00
40lp       Typical   ram      256   26    4   3.081   3.194   0.071   0.039  0.0752       0.613    6030.00
40lp       Typical   ram      256   27    4   3.275   3.399   0.071   0.039  0.0780       0.630    6195.00
40lp       Typical   ram      256   28    4   3.275   3.399   0.071   0.039  0.0752       0.646    6359.00
40lp       Typical   ram      256   29    4   3.470   3.604   0.071   0.039  0.0778       0.662    6517.00
40lp       Typical   ram      256   30    4   3.470   3.604   0.071   0.039  0.0752       0.678    6682.00
40lp       Typical   ram      256   31    4   3.664   3.810   0.073   0.039  0.0776       0.695    6846.00
40lp       Typical   ram      256   32    4   3.664   3.810   0.073   0.039  0.0752       0.711    7011.00
40lp       Typical   ram      256   64    4   6.777   7.092   0.136   0.039  0.0751       1.231   12211.00
40lp       Typical   ram      256  128    4  13.002  13.656   0.260   0.039  0.0751       2.271   22624.00
40lp       Typical   ram      512    8    4   1.657   1.635   0.072   0.047  0.0763       0.411    4607.00
40lp       Typical   ram      512   12    4   2.126   2.130   0.072   0.047  0.0761       0.497    5575.00
40lp       Typical   ram      512   16    4   2.595   2.624   0.072   0.047  0.0760       0.583    6543.00
40lp       Typical   ram      512   17    4   2.830   2.871   0.072   0.047  0.0805       0.605    6788.00
40lp       Typical   ram      512   18    4   2.830   2.871   0.072   0.047  0.0760       0.626    7032.00
40lp       Typical   ram      512   19    4   3.065   3.118   0.072   0.047  0.0800       0.648    7267.00
40lp       Typical   ram      512   20    4   3.065   3.118   0.072   0.047  0.0760       0.669    7512.00
40lp       Typical   ram      512   21    4   3.299   3.365   0.072   0.047  0.0796       0.691    7756.00
40lp       Typical   ram      512   22    4   3.299   3.365   0.072   0.047  0.0759       0.712    7991.00
40lp       Typical   ram      512   23    4   3.534   3.613   0.072   0.047  0.0792       0.733    8235.00
40lp       Typical   ram      512   24    4   3.534   3.613   0.072   0.047  0.0759       0.755    8480.00
40lp       Typical   ram      512   25    4   3.768   3.860   0.075   0.047  0.0790       0.776    8724.00
40lp       Typical   ram      512   26    4   3.768   3.860   0.075   0.047  0.0759       0.798    8959.00
40lp       Typical   ram      512   27    4   4.003   4.107   0.080   0.047  0.0787       0.819    9203.00
40lp       Typical   ram      512   28    4   4.003   4.107   0.080   0.047  0.0759       0.841    9448.00
40lp       Typical   ram      512   29    4   4.238   4.354   0.085   0.047  0.0785       0.862    9682.00
